,"(2E,4E)-3,7-Dimethyl-2,4-octadiene","(2E,4E)-3,7-Dimethylocta-2,4-diene","1,2-Benzenedicarboxylic acid","1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester","1,2-Benzisothiazole","1,3,7-Octatriene, 2,7-dimethyl-","1,3-Hexadiene, 3-ethyl-2,5-dimethyl-","1,3-Octadiene","1,3-Pentadiene","1,6-Octadiene, 2,6-dimethyl-, (Z)-","1,6-Octadiene, 3,7-dimethyl-, (S)-","1,7-Octadiene, 2,7-dimethyl-",1-Butanol,"1-Butanol, 3-methyl-","1-Butene, 3-methyl-",1-Dodecanethiol,1-Dodecanol,1-Dodecene,1-Heptene,1-Hexadecanol,1-Hexanol,"1-Hexanol, 2-ethyl-",1-Octadecanol,1-Octanol,1-Octene,"1-Octene, 3,7-dimethyl",1-Pentanethiol,1-Pentanol,1-Penten-3-ol,"1-Pentene, 2,4,4-trimethyl-",1-Propanol,"1-Propanol, 2-methyl-",2(5H)-Furanone,"2,4-Dimethylfuran","2,4-Hexadiene, (E,Z)-","2,4-Octadiene","2,5-Furandione, 3-methyl-","2,6-Dimethyl-2-trans-6-octadiene","2,6-Octadiene","2,6-Octadiene, 2,6-dimethyl-",2-Butanol,2-Butanone,2-Butenal,2-Cyclopenten-1-one,"2-Decenal, (Z)-",2-Ethylhexyl salicylate,2-Heptanone,"2-Heptene, (E)-",2-Methyl-1-butene,"2-Nonanone, 3-(hydroxymethyl)-","2-Nonene, (E)-",2-Octanone,"2-Octene, (E)-","2-Octene, (Z)-","2-Octene, 3,7-dimethyl-, (Z)-",2-Pentanone,"2-Pentanone, 3-methyl-","2-Pentene, (E)-","2-Pentene, 4-methyl-",2-Thiophenecarboxaldehyde,"3,5-Octadiene, (Z,Z)-","3-Ethyl-1,5-octadiene",3-Hexen-1-ol,"3-Hexene, (Z)-",3-Methyl-2-butene-1-thiol,3-Methylcyclopentyl acetate,"3-Nonene, (E)-",3-Octanone,"3-Octene, (E)-","3-Octene, (Z)-",3-Pentanol,3-Pentanone,"4-Nonenal, (E)-",4-Nonene,"4-Octene, (E)-","5-Decene, (E)-","5-Hepten-2-one, 6-methyl-",Acetaldehyde,Acetic acid,"Acetic acid, butyl ester","Acetic acid, methyl ester",Acetophenone,Benzaldehyde,Benzene,"Benzene, 1,1'-[1,2-ethanediylbis(oxy)]bis-","Benzene, 1,3-dimethyl-",Benzeneacetaldehyde,"Benzenesulfonamide, N-butyl-",Benzoic acid,Benzonitrile,Benzophenone,"Butanoic acid, ethyl ester","Butanoic acid, methyl ester",Butyrolactone,C2H5CH=CHCH=CH2,Carbon disulfide,cis-2-Nonene,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester","Cyclopropane, 1,1-dimethyl-2-(2-methyl-2-propenyl)-",Decanal,Decane,Dimethyl sulfide,Dimethyl sulfone,Dimethyl Sulfoxide,Dimethyl trisulfide,Diphenyl ether,"Disulfide, dimethyl",Dodecane,Dodecanoic acid,Eicosane,"Ethane, isothiocyanato-",Ethanol,"Ethanol, 2-(dodecyloxy)-",Ethyl Acetate,Ethylbenzene,"Furan, 2-ethyl-","Furan, 2-methyl-","Furan, 2-pentyl-","Furan, 3-methyl-",Glycerin,Heptadecane,Heptanal,Heptane,"Heptane, 2-methyl-",Hexadecane,"Hexadecenoic acid, Z-11-",Hexanal,Hexanoic acid,"Hydrazine, ethyl-",Isoprene,Isopropyl myristate,Isopropyl palmitate,Methanethiol,Methyl Isobutyl Ketone,Methyl methacrylate,Methyl thiolacetate,Methyl vinyl ketone,n-Decanoic acid,n-Hexadecanoic acid,n-Hexane,n-Propyl acetate,Nonadecane,Nonanal,Nonane,"Nonane, 2-methyl-",Nonanoic acid,Octadecane,Octadecanoic acid,Octanal,"Octane, 2-methyl-",Octanoic acid,p-Xylene,Pentadecane,Pentadecanoic acid,Pentanal,"Pentane, 2-methyl-",Pentanoic acid,"Pentanoic acid, 2,2,4-trimethyl-3-carboxyisopropyl, isobutyl ester",Phenol,Phenylmaleic anhydride,Propanoic acid,"Propanoic acid, ethyl ester",Alkene1,Alkene2,Acid1,Sulfone1,Biphenyl1,Alcohol1,Amide1,Tetradecanoic acid,"Tetrasulfide, dimethyl",Thiazole,"Thiazole, 2-methyl-",Thiophene,"Thiophene, 2-ethyl-","Thiophene, 2-methyl-","Thiophene, 3,4-dimethyl-","Thiophene, 3-methyl-",Toluene,trans-3-Decene,trans--4-Nonene,Tridecane
190129_11,0.568307875,0.112672088,0.126619509,0.14692669,0.022098828,0.022670382,0.017636684,0.019144184,0.00902989,0.007733547,1.369531832,0.236471264,0.036860195,0.009040133,0.122119883,0.013335492,0.011799788,0.016701748,0.036832359,0.079795637,0.052091373,0.074567134,0.093892159,0.011512197,0.057559926,0.021254887,0.018994348,0.020200798,0.011889956,0.094239602,0.0185933,0.17029228,0.016824069,0.010174881,0.005519769,0.032756978,0.053242198,0.027138175,0.007803918,0.023699574,0.490000492,5.466870984,0.030289094,0.010024769,0.019770445,0.050122377,0.07203306,0.010754289,0.059854042,0.01057083,0.019570771,0.06454852,0.126215752,1.60160255,0.447060595,0.084140007,5.698097898,0.124217035,0.144694309,0.009953342,0.007573468,0.006862229,0.021416573,0.010728383,0.02389222,0.049681826,0.01758239,0.083320548,5.347181916,0.0418475,0.006453832,0.532139029,0.015093285,0.012650114,1.598277588,0.012167763,0.083523392,0.754889877,17.49567173,0.070302321,0.082484002,0.205023031,0.251712364,0.917663717,0.011217807,0.03925904,0.042448635,0.026891052,0.416100317,0.072645449,0.020889621,0.023049197,0.01877111,0.086343771,0.007584308,19.83263574,0.030823396,0.008392421,0.011809342,0.068855959,0.0478329,0.27604711,0.24031096,0.005738092,0.040747892,0.058071904,0.194494369,0.024462074,0.01487882,0.037197165,0.010170058,0.334623826,0.035442174,0.34820589,0.043153489,0.02868472,0.019038353,0.030643335,0.032066639,0.329465418,0.016116689,0.160207061,0.897678486,0.027759613,0.012316038,0.049174212,0.140606571,0.064490597,16.11076844,0.026802905,0.051021484,0.005546502,0.036662542,0.036166274,0.060646308,0.050677348,0.108556882,0.018112052,0.163424446,4.042602499,0.031104327,0.026810208,0.094521589,0.174419015,0.028542325,0.020287705,0.01794467,0.298273679,0.062136308,0.062696746,0.030653165,0.040476515,0.012936327,0.050019577,0.17364618,0.084366184,0.05784297,0.031548782,0.234700242,0.082367606,0.128759334,0.100336942,0.011232047,0.009947692,0.040018647,0.02967225,0.238741311,0.12424997,1.738623623,0.029867193,0.004592596,0.040919684,0.005420966,0.209065938,0.021525482,0.099498835,0.007947369,0.119433034,4.43415457,0.025226917,0.0111744,0.00986198
190129_12,0.540011574,0.129698024,0.211294804,0.124882516,0.04398291,0.022507056,0.01794333,0.016538305,0.013152346,0.009975786,1.295315668,0.200596479,0.102922315,0.013869839,0.178501878,0.0204464,0.01621146,0.021616402,0.052475567,0.127630186,0.080902065,0.112811132,0.128724996,0.019732725,0.067068269,0.036093599,0.022955553,0.030897343,0.017155369,0.107944245,0.028969341,0.167536046,0.028215482,0.011730885,0.008382781,0.031508131,0.078676661,0.031828763,0.011337908,0.024974407,0.400037256,10.10092738,0.053284687,0.022360684,0.030748707,0.10158517,0.130016651,0.014608879,0.09690458,0.023100307,0.032588317,0.108741718,0.151787513,1.781293355,0.434764914,0.135928393,10.45352783,0.183678073,0.137226907,0.012817089,0.009534018,0.008530318,0.028495931,0.015041847,0.033624436,0.063539562,0.024544222,0.113957774,5.786268531,0.067186169,0.009426342,0.330951039,0.02264948,0.018983461,1.776393855,0.016634398,0.114518736,1.278203007,10.22963426,0.153234857,0.128031575,0.328168944,0.420009146,1.326430822,0.020050123,0.053422776,0.062009455,0.375133382,0.680131875,0.111659507,0.036592051,0.021929529,0.023146315,0.15485588,0.010981039,13.80053497,0.05903841,0.010795842,0.016813124,0.083821278,0.064271161,0.382474932,0.308042012,0.008599492,0.061565682,0.105941892,0.373086251,0.036574451,0.022615378,0.041007982,0.016173088,0.32259673,0.045943655,0.340257088,0.064182963,0.033935168,0.029051198,0.046981974,0.037964075,0.375114487,0.020857819,0.247696417,0.546327552,0.033445322,0.015988473,0.060442399,0.218423656,0.079619599,9.115046588,0.034009519,0.087659682,0.007339674,0.063098506,0.068052751,0.177122607,0.052402122,0.199117103,0.022187652,0.206798375,3.964567952,0.04001703,0.033345864,0.158136234,0.212415498,0.042515441,0.02713672,0.023869437,0.411138718,0.106399578,0.088751968,0.043229439,0.05528704,0.019090554,0.065913538,0.274931106,0.128390386,0.074058773,0.125784817,0.604591979,0.121798748,0.159898452,0.116732816,0.011122557,0.009879563,0.071321457,0.045572161,0.190810096,0.201485903,2.865003358,0.037663113,0.005742787,0.055852661,0.007459903,0.1004549,0.019214731,0.068985271,0.006690902,0.072475217,8.854341672,0.036853023,0.016313442,0.014884475
190129_13,0.89734341,0.167884707,0.201753866,0.124497883,0.03500497,0.034181267,0.026936738,0.031130201,0.016809809,0.011207088,2.333584386,0.328844369,0.057698192,0.014004662,0.274979652,0.014718775,0.014794381,0.023461538,0.047618155,0.056851504,0.033408407,0.104197726,0.071185397,0.013912459,0.081261614,0.030089359,0.021320582,0.026807917,0.015369465,0.047499213,0.025817722,0.155091396,0.01537671,0.015667149,0.008663468,0.052546476,0.078232611,0.038923865,0.01142989,0.033967356,0.401786301,7.806320509,0.041814234,0.014755393,0.027084527,0.038867621,0.070805652,0.013754067,0.149274896,0.015508889,0.025095706,0.076007158,0.190122776,2.370755734,0.637133507,0.108276132,8.097332434,0.28268625,0.183001536,0.011012474,0.011246077,0.010362113,0.031793075,0.015555913,0.033191269,0.038203034,0.022826719,0.086386065,7.762439213,0.061744327,0.01097849,0.551462807,0.02150209,0.016185792,2.364671054,0.018275509,0.086392387,0.992708541,10.15876464,0.116936637,0.11409586,0.29213575,0.339741787,1.556855529,0.013485031,0.045333428,0.05478879,0.043010174,0.519396284,0.086211669,0.030375189,0.042579454,0.020706378,0.115562284,0.011329784,19.58470892,0.039633697,0.007651737,0.01595996,0.067152039,0.056696933,0.489879242,0.284199434,0.008267061,0.077020404,0.098568267,0.485223908,0.025879564,0.013635323,0.031532404,0.013075123,0.311474689,0.029889081,0.342196233,0.070299523,0.041348872,0.051663368,0.031859264,0.053318677,0.15566569,0.017354532,0.154654617,0.910612488,0.033930145,0.01397812,0.041038477,0.191559036,0.058863903,9.061799958,0.051265644,0.048048809,0.003902298,0.050354809,0.048410575,0.048108346,0.06367157,0.218465677,0.021320516,0.08220663,4.208112695,0.036760714,0.026636617,0.116393232,0.241933273,0.030937957,0.0247726,0.017379493,0.277964793,0.070550513,0.079229392,0.028565045,0.046892912,0.016363349,0.041971704,0.24279287,0.115408173,0.047572251,0.044470473,0.277877463,0.107079139,0.151888985,0.053512501,0.017004687,0.013934983,0.04442964,0.061915167,0.219669717,0.161197085,0.481492976,0.018855335,0.006400541,0.040714778,0.006742812,0.129560162,0.024269105,0.114762686,0.010651038,0.11978242,6.803866365,0.03472836,0.013816238,0.012090921
190129_14,0.567262754,0.125530966,0.20877755,0.07226779,0.040007891,0.022247142,0.017185408,0.015918278,0.014085496,0.009031723,1.259966066,0.217923255,0.062155368,0.012614654,0.211253679,0.015482098,0.015374596,0.020741804,0.047338401,0.101027945,0.050054712,0.108008919,0.092630929,0.014693605,0.060198854,0.0319427,0.019949916,0.026549079,0.015938149,0.083167778,0.024879032,0.155315045,0.022096627,0.011885219,0.007580814,0.034131806,0.075414726,0.028211351,0.010236956,0.023926755,0.384709061,9.729418173,0.039272963,0.018320784,0.027008771,0.059868757,0.089796131,0.013416354,0.10887955,0.017730818,0.029400293,0.084571786,0.149234632,1.829788444,0.468480382,0.12307514,10.06739009,0.216992392,0.154829248,0.012378236,0.009454202,0.007803471,0.026428741,0.014661947,0.030571091,0.04919272,0.021506167,0.08341586,5.923451325,0.066352333,0.008848068,0.359177488,0.019504233,0.015265674,1.825547787,0.014585239,0.083505528,1.075606929,9.902929652,0.114725026,0.119510475,0.322211007,0.385744402,1.217290061,0.013693872,0.061980168,0.058537322,0.028832975,0.640201167,0.099794941,0.043286274,0.022661908,0.019212027,0.160554447,0.010549033,19.16590381,0.044553034,0.009072391,0.014844367,0.062590128,0.052149153,0.624789112,0.445302686,0.007576803,0.066472178,0.089904127,0.487449635,0.028624944,0.017684102,0.033588063,0.015420571,0.289713888,0.052711595,0.304558625,0.063243781,0.042006307,0.027463896,0.04076886,0.05063752,0.177862785,0.019484794,0.182647495,0.589359072,0.030988572,0.014225952,0.043845816,0.185913782,0.068198753,8.865981838,0.042061231,0.057327707,0.005091911,0.04598222,0.059330012,0.061718695,0.049965847,0.19548894,0.021182735,0.117373145,3.884517466,0.036229888,0.026683735,0.108147154,0.204231419,0.033302151,0.025429934,0.018318933,0.293101933,0.075230948,0.071879745,0.033210879,0.063733588,0.018406749,0.046505229,0.24699524,0.125406863,0.058193278,0.072930761,0.335322072,0.119913146,0.167940066,0.08994572,0.01049738,0.009829164,0.049569101,0.185975062,0.130810049,0.177359155,1.196165335,0.02622071,0.00586621,0.055198893,0.006451733,0.14534672,0.021705867,0.093068775,0.009337629,0.096249839,8.261409423,0.031613467,0.01328213,0.013244177
190129_15,0.583276852,0.112717063,0.130491854,0.123592057,0.023151083,0.021916535,0.016683842,0.017684754,0.009789005,0.007072837,1.401237875,0.194842979,0.04031374,0.00901145,0.146718839,0.013169967,0.01273448,0.017365183,0.037503478,0.142512711,0.044312607,0.062176578,0.129298154,0.009791439,0.057625135,0.02029064,0.015462505,0.017033891,0.008999457,0.123542146,0.018975749,0.116697986,0.014050994,0.010034318,0.005323632,0.033785137,0.050816908,0.02610544,0.007559226,0.022462528,0.296789558,6.471643478,0.025824869,0.009462717,0.019586305,0.12382434,0.059392511,0.010890052,0.073894997,0.00956132,0.016330593,0.058196241,0.14820686,1.724818092,0.415928506,0.063994179,6.707236766,0.149118141,0.143511593,0.011199749,0.010108665,0.006628875,0.019693114,0.01015055,0.022432366,0.034615758,0.016508006,0.078539677,6.020258719,0.036199272,0.005962637,0.839656411,0.014046666,0.012181228,1.722271855,0.011147404,0.0787505,0.672552658,9.431488396,0.081188802,0.076049527,0.192508015,0.23269105,1.77942841,0.018515104,0.031220459,0.041016226,0.298521766,0.416288022,0.06937223,0.024123635,0.027456716,0.014230347,0.089712375,0.007364545,29.6422846,0.023445856,0.013948649,0.010700826,0.04863145,0.043745469,0.432564782,0.986512672,0.005340765,0.0741739,0.064512624,0.519806032,0.020230631,0.01526345,0.039687674,0.008921323,0.4192665,0.032730708,0.257317576,0.047572287,0.037313846,0.018505772,0.035854859,0.043989475,0.351311823,0.015452135,0.13672379,1.415292837,0.027205767,0.011517831,0.039304893,0.127427396,0.061795871,8.53227207,0.036458066,0.078490714,0.018567089,0.039490422,0.035317568,0.095586598,0.053029825,0.150166438,0.014571558,0.102068447,3.742376199,0.024950109,0.031733088,0.073029028,0.216228626,0.023815337,0.018041295,0.01699151,0.320132257,0.049430826,0.056516694,0.02655026,0.032287016,0.01325297,0.037735671,0.158068995,0.118023562,0.037141346,0.031242596,0.293437587,0.076275859,0.095986196,0.12936691,0.010784686,0.008806624,0.045716317,0.037916016,0.161738958,0.124736162,1.260831091,0.017408105,0.005945955,0.048428201,0.005609252,0.241569406,0.022877005,0.118630061,0.009715469,0.122504445,5.064909787,0.023241706,0.010727742,0.012494306
190129_16,0.264971425,0.06899236,0.079198435,0.062440976,0.020567175,0.014476821,0.009409065,0.019089037,0.011151043,0.00518432,1.610580278,0.113502482,0.036805546,0.009221228,0.381158435,0.014059716,0.009278892,0.017653274,0.059384292,0.08748142,0.044009975,0.04210911,0.059328124,0.008713068,0.094335682,0.029386851,0.017883172,0.014182113,0.010964887,0.14050755,0.020492907,0.105722718,0.018118534,0.010849242,0.004450308,0.031802732,0.036864472,0.021773592,0.006402927,0.021020245,0.324903388,6.178603945,0.023935092,0.014487303,0.015075169,0.060260509,0.062291283,0.011034321,0.164894687,0.009585633,0.015730999,0.05828485,0.170277038,1.572983108,0.218364273,0.067036247,6.444900296,0.389323674,0.255634946,0.009199528,0.01517563,0.006036578,0.016008131,0.012045833,0.025576373,0.034655868,0.013449835,0.069009305,5.363229313,0.0288174,0.004917013,1.94576887,0.010346099,0.011113817,1.571626684,0.009482151,0.069463898,0.494929538,10.28880952,0.077076447,0.100693397,0.136053775,0.171877415,1.221730533,0.009339657,0.025688024,0.033997858,0.024028012,0.337962205,0.040891764,0.016704838,0.043091435,0.010853734,0.082754714,0.00932689,20.68849912,0.023279814,0.0087003,0.008117162,0.039645651,0.039794266,1.305978781,0.954468093,1.349415942,0.915296502,0.048099897,3.155519825,0.017862102,0.013877185,0.026778481,0.006617692,0.403995504,0.03879053,0.189203143,0.048537782,0.048193685,0.021846573,0.028197378,0.121866224,0.324775816,0.011770487,0.131949167,2.937387473,0.030490574,0.008420093,0.044601466,0.081828714,0.080871215,9.078517827,0.075200382,0.047774478,0.00611589,0.058292442,0.04428603,0.071447963,0.105683206,0.2454956,0.015428751,0.151740953,5.191774152,0.021361899,0.020738147,0.061110691,0.260324426,0.02115956,0.020665324,0.01266181,0.23106231,0.045568948,0.046162384,0.033661984,0.026507286,0.010045323,0.040464414,0.139723913,0.126772491,0.065273962,0.016810133,0.217719766,0.057839951,0.102506096,0.146070357,0.013908343,0.004804783,0.038441178,0.042292823,0.070335386,0.091714756,2.875525773,0.028941005,0.033994863,0.084668242,0.006735807,0.127310154,0.029618981,0.10189984,0.013336922,0.229567595,4.167991932,0.018107973,0.009448892,0.007845993
190129_17,0.599744288,0.129943382,0.155904894,0.126698249,0.055576812,0.024403177,0.018041092,0.022603692,0.01690829,0.008710201,1.591309218,0.206417486,0.05244099,0.00975618,0.380122564,0.012556057,0.013328921,0.017988917,0.055668311,0.074369946,0.059273707,0.12597386,0.066776321,0.01523605,0.091139605,0.026287371,0.01685091,0.020406734,0.009424546,0.088996448,0.019015538,0.110356401,0.021818832,0.012037724,0.005835985,0.03497976,0.048732098,0.027464133,0.009511734,0.02563675,0.287821041,7.010160728,0.031927792,0.019732405,0.023118528,0.035518345,0.082160437,0.012360696,0.136741696,0.018747791,0.025215487,0.080129275,0.195330338,1.975716265,0.407414515,0.086605837,7.28735289,0.38370478,0.205503266,0.009313689,0.011635493,0.008086582,0.022246764,0.012170947,0.024991579,0.041735495,0.017767529,0.086061355,6.929675215,0.035701872,0.007615138,1.670234119,0.015171716,0.013937858,1.972747745,0.012123774,0.086455005,0.818824498,8.738286712,0.083584531,0.092293065,0.273713767,0.310605169,1.360882042,0.025993353,0.035147142,0.054270528,0.060576738,0.596691018,0.069452735,0.085518582,0.040548852,0.01435294,0.140977461,0.00926184,21.48713847,0.04072266,0.009629382,0.010942539,0.102633945,0.053226135,0.539230217,0.77330683,0.076674019,0.116602669,0.06924184,0.909426209,0.027201957,0.011799541,0.04018379,0.01294869,0.495271086,0.033222526,0.24446975,0.052535254,0.046208223,0.027393373,0.034744423,0.051312662,0.460202714,0.028528696,0.15946084,2.772968533,0.030259943,0.021410704,0.036744109,0.141251105,0.079366985,7.758073139,0.058804662,0.044623578,0.021758157,0.053354681,0.042403074,0.055627563,0.070590783,0.173303661,0.020747111,0.08388778,5.709505815,0.025136432,0.037786428,0.125764469,0.261774415,0.027351243,0.027887022,0.0303501,0.281817388,0.078738121,0.078627386,0.04079838,0.036283848,0.018830385,0.038835864,0.183585737,0.122362242,0.050910106,0.371473851,0.360744241,0.115366453,0.100356264,0.094768262,0.011051931,0.009460617,0.03306836,0.668608459,0.109170326,0.119289616,1.696334425,0.013800935,0.00721128,0.050094176,0.007853361,0.146868996,0.022627278,0.10830149,0.009023331,0.113267948,4.718813056,0.026710748,0.01218945,0.015603633
190129_18,0.487400676,0.11444361,0.23974373,0.55844806,0.107705755,0.019808875,0.015318857,0.01111664,0.009610981,0.008836685,1.015439309,0.159190778,0.113806846,0.01017154,0.096993915,0.018644713,0.018287953,0.021826009,0.039291627,0.14587275,0.069881465,0.163150928,0.119649782,0.01952898,0.053350406,0.031481133,0.017069932,0.024788298,0.010490197,0.156589861,0.021651089,0.147780298,0.025404254,0.009505348,0.006153029,0.023588284,0.065541771,0.025640776,0.008441548,0.021505761,0.290003099,6.370889285,0.037089963,0.025547057,0.033089844,0.06197275,0.099593405,0.010860682,0.050416667,0.022130446,0.03091135,0.090570105,0.101665607,1.351267651,0.364171112,0.106427559,6.591238986,0.099122886,0.096271337,0.012671107,0.00653971,0.006971192,0.022426318,0.011805397,0.025603991,0.053552229,0.020511907,0.099317682,4.475269193,0.045961786,0.007366219,0.346692043,0.019693085,0.01562829,1.3476619,0.013536927,0.099644904,0.747996053,8.972361979,0.108074264,0.09886336,0.586288633,0.476404933,1.59943849,0.035078704,0.048779296,0.104312368,0.188651153,1.146497815,0.105929041,0.320888754,0.016348122,0.017558183,0.166516149,0.00743353,24.10272864,0.046014767,0.026611131,0.012843667,0.178313641,0.056637006,0.259724012,0.628085372,0.007208428,0.030184654,0.105746324,0.211360221,0.035697844,0.01881019,0.080395654,0.012179177,0.330849687,0.047353411,1.035073923,0.049067811,0.024091031,0.0214071,0.033177304,0.022024758,0.38453802,0.057528191,0.193844752,0.585879057,0.024738556,0.043543037,0.059963356,0.152401809,0.086682042,8.043454168,0.027362972,0.078117237,0.034884347,0.034740776,0.050012965,0.088709004,0.042360372,0.145163129,0.040427294,0.131471211,2.965982008,0.031195198,0.087712461,0.196644254,0.178224149,0.034422009,0.046787527,0.07123625,0.579989068,0.096596857,0.107135753,0.062149757,0.050275676,0.028274636,0.061512333,0.202409613,0.090045287,0.063803434,1.642191198,0.543795066,0.290817749,0.124113886,0.164827005,0.009386099,0.0084858,0.060322477,3.007373728,0.314197567,0.176523365,1.942650455,0.02443379,0.006189539,0.041920599,0.005805164,0.219373527,0.018708236,0.098626619,0.007014621,0.070358846,7.07568506,0.030352548,0.013970111,0.022405675
190129_19,0.501843045,0.11541183,0.135854557,0.048240419,0.026446913,0.020417334,0.014898271,0.044597956,0.014388518,0.006235512,1.418757582,0.188204407,0.030946335,0.008654262,0.496664548,0.011585852,0.010471842,0.016270793,0.066555504,0.084051173,0.047183868,0.059032712,0.086994547,0.008683937,0.120317774,0.020748041,0.016453092,0.015421103,0.008755701,0.080690456,0.015343132,0.09455893,0.013004877,0.014753282,0.004354798,0.050329988,0.039888153,0.023490162,0.007814829,0.02243059,0.306482635,6.747872106,0.022937124,0.007111325,0.016352316,0.0471921,0.052397151,0.013245198,0.167853527,0.007916966,0.015561579,0.051108012,0.216212978,1.9711714,0.36586534,0.061939805,7.028172446,0.507004214,0.279801109,0.011306063,0.022862937,0.006564261,0.020587915,0.01290762,0.024006721,0.033676241,0.014992641,0.065131633,6.550159234,0.039139505,0.006661917,2.332238609,0.011448364,0.012639515,1.96827639,0.009239232,0.065288572,0.37922011,9.429024893,0.080714688,0.072674076,0.217847496,0.212067134,0.899964604,0.018418483,0.024802503,0.050686221,0.026152287,0.574809556,0.057618699,0.025147816,0.047077349,0.012010862,0.046506387,0.00873386,20.27818596,0.019105922,0.009869445,0.009077679,0.042268862,0.044390496,1.300840201,0.783694322,1.061987879,0.22582109,0.053840308,0.854830738,0.018311699,0.010070465,0.034530942,0.0109014,0.188952955,0.030454141,0.203627435,0.055784754,0.100669535,0.02780307,0.040553485,0.09349823,0.385429167,0.017499054,0.113666744,3.599504706,0.043670328,0.012288427,0.031613493,0.084779041,0.069782218,8.483744157,0.06286491,0.042039727,0.010323533,0.04080871,0.03667538,0.050414731,0.087282102,0.175372502,0.016556423,0.070596722,6.347146477,0.022711209,0.030669799,0.054539995,0.384833276,0.02059389,0.021746836,0.022443237,0.255895629,0.041332173,0.062339091,0.030055021,0.025633106,0.010738519,0.033964361,0.14058328,0.227487241,0.045976352,0.052598636,0.168021187,0.120097966,0.083628718,0.085207936,0.009534323,0.008016148,0.036946073,0.031592946,0.522369386,0.113771769,1.555764719,0.013362106,0.014782957,0.060716024,0.005752479,0.154485545,0.038468995,0.131908538,0.013931243,0.130883985,4.60776082,0.02023842,0.010670605,0.009267546
190129_3,1.085564745,0.214989584,0.181131295,2.965275534,0.014873913,0.044727385,0.037951597,0.021048814,0.012304337,0.013668574,1.964229914,0.507761373,0.066116962,0.015113714,0.176727184,0.012116469,0.012928188,0.018233696,0.048002572,0.070084298,0.036414998,0.08932517,0.067135422,0.011292739,0.054332809,0.030681557,0.014821386,0.016773842,0.030501542,0.11234914,0.050958179,0.201248885,0.009020242,0.020018476,0.008646683,0.048674529,0.047108962,0.061226255,0.009716878,0.040919345,0.306075449,9.254236938,0.058547007,0.003547652,0.024331457,0.056272859,0.054756981,0.016283484,0.101003676,0.00991504,0.016144052,0.064737745,0.154438981,1.916120507,0.737927294,0.08042153,9.708974045,0.187555037,0.344199143,0.002409027,0.010289918,0.012687991,0.02450395,0.030670537,0.023894088,0.036032597,0.019799132,0.085819619,6.411065695,0.061729744,0.013213125,0.22980292,0.018346998,0.016058729,1.912472554,0.017175775,0.085687643,2.195129094,6.25556259,0.078274607,0.108629325,0.274906768,0.252633743,0.604356187,0.017231733,0.022517841,0.053292705,0.02577752,0.497332286,0.052947456,0.021245129,0.026650477,0.02212475,0.056352375,0.007578138,9.278904868,0.022322252,0.011083689,0.011915073,0.06093142,0.060155994,0.624716151,0.168551656,0.006178069,3.120907646,0.07396222,6.366911812,0.055387959,0.007340779,0.04630945,0.009478859,0.839496224,0.026522658,0.364260049,0.049243544,0.032726924,0.015894683,0.028962435,0.027689855,0.330755917,0.038499298,0.119414682,0.306405851,0.024242967,0.037782139,0.030870811,0.102864936,0.075722056,4.441959525,0.030408168,0.053305177,0.014047544,0.883933328,0.046467491,0.069800681,0.061639076,0.106009598,0.015207747,0.055270896,11.00470709,0.042815843,0.036483296,0.085055213,0.189935689,0.026955804,0.023463912,0.030711516,0.2828842,0.052805383,0.061475228,0.06165201,0.023554118,0.049467838,0.034602173,0.177302072,0.082743848,0.042236995,0.026612996,0.284936693,0.069100547,0.104520379,0.131351004,0.027782568,0.02171338,0.037346156,0.02555646,0.00389719,0.139156998,0.953011439,0.00847584,0.029028688,0.010350231,0.004303083,0.047130342,0.014074071,0.046503983,0.002307339,0.021547354,6.269892959,0.03330168,0.014493426,0.08658198
